2024,1,1,0,0,0
2024,1,1,0,10,0
2024,1,1,0,20,0
2024,1,1,0,30,0
2024,1,1,0,40,0
2024,1,1,0,50,0
2024,1,1,1,0,0
2024,1,1,1,10,0
2024,1,1,1,20,0
2024,1,1,1,30,0
2024,1,1,1,40,0
2024,1,1,1,50,0
2024,1,1,2,0,0
2024,1,1,2,10,0
2024,1,1,2,20,0
2024,1,1,2,30,0
2024,1,1,2,40,0
2024,1,1,2,50,0
2024,1,1,3,0,0
2024,1,1,3,10,0
2024,1,1,3,20,0
2024,1,1,3,30,0
2024,1,1,3,40,0
2024,1,1,3,50,0
2024,1,1,4,0,0
2024,1,1,4,10,0
2024,1,1,4,20,0
2024,1,1,4,30,0
2024,1,1,4,40,0
2024,1,1,4,50,0
2024,1,1,5,0,0
2024,1,1,5,10,0
2024,1,1,5,20,0
2024,1,1,5,30,0
2024,1,1,5,40,0
2024,1,1,5,50,0
2024,1,1,6,0,0
2024,1,1,6,10,0
2024,1,1,6,20,15
2024,1,1,6,30,36
2024,1,1,6,40,65
2024,1,1,6,50,97
2024,1,1,7,0,132
2024,1,1,7,10,169
2024,1,1,7,20,206
2024,1,1,7,30,245
2024,1,1,7,40,282
2024,1,1,7,50,320
2024,1,1,8,0,358
2024,1,1,8,10,240
2024,1,1,8,20,433
2024,1,1,8,30,468
2024,1,1,8,40,502
2024,1,1,8,50,536
2024,1,1,9,0,568
2024,1,1,9,10,600
2024,1,1,9,20,630
2024,1,1,9,30,659
2024,1,1,9,40,690
2024,1,1,9,50,716
2024,1,1,10,0,740
2024,1,1,10,10,761
2024,1,1,10,20,782
2024,1,1,10,30,512
2024,1,1,10,40,505
2024,1,1,10,50,557
2024,1,1,11,0,500
2024,1,1,11,10,389
2024,1,1,11,20,626
2024,1,1,11,30,545
2024,1,1,11,40,321
2024,1,1,11,50,377
2024,1,1,12,0,479
2024,1,1,12,10,406
2024,1,1,12,20,468
2024,1,1,12,30,459
2024,1,1,12,40,844
2024,1,1,12,50,518
2024,1,1,13,0,594
2024,1,1,13,10,434
2024,1,1,13,20,438
2024,1,1,13,30,414
2024,1,1,13,40,467
2024,1,1,13,50,560
2024,1,1,14,0,424
2024,1,1,14,10,378
2024,1,1,14,20,523
2024,1,1,14,30,623
2024,1,1,14,40,236
2024,1,1,14,50,562
2024,1,1,15,0,220
2024,1,1,15,10,300
2024,1,1,15,20,160
2024,1,1,15,30,171
2024,1,1,15,40,152
2024,1,1,15,50,351
2024,1,1,16,0,313
2024,1,1,16,10,275
2024,1,1,16,20,237
2024,1,1,16,30,200
2024,1,1,16,40,163
2024,1,1,16,50,127
2024,1,1,17,0,93
2024,1,1,17,10,61
2024,1,1,17,20,35
2024,1,1,17,30,14
2024,1,1,17,40,0
2024,1,1,17,50,0
2024,1,1,18,0,0
2024,1,1,18,10,0
2024,1,1,18,20,0
2024,1,1,18,30,0
2024,1,1,18,40,0
2024,1,1,18,50,0
2024,1,1,19,0,0
2024,1,1,19,10,0
2024,1,1,19,20,0
2024,1,1,19,30,0
2024,1,1,19,40,0
2024,1,1,19,50,0
2024,1,1,20,0,0
2024,1,1,20,10,0
2024,1,1,20,20,0
2024,1,1,20,30,0
2024,1,1,20,40,0
2024,1,1,20,50,0
2024,1,1,21,0,0
2024,1,1,21,10,0
2024,1,1,21,20,0
2024,1,1,21,30,0
2024,1,1,21,40,0
2024,1,1,21,50,0
2024,1,1,22,0,0
2024,1,1,22,10,0
2024,1,1,22,20,0
2024,1,1,22,30,0
2024,1,1,22,40,0
2024,1,1,22,50,0
2024,1,1,23,0,0
2024,1,1,23,10,0
2024,1,1,23,20,0
2024,1,1,23,30,0
2024,1,1,23,40,0
2024,1,1,23,50,0
2024,1,2,0,0,0
2024,1,2,0,10,0
2024,1,2,0,20,0
2024,1,2,0,30,0
2024,1,2,0,40,0
2024,1,2,0,50,0
2024,1,2,1,0,0
2024,1,2,1,10,0
2024,1,2,1,20,0
2024,1,2,1,30,0
2024,1,2,1,40,0
2024,1,2,1,50,0
2024,1,2,2,0,0
2024,1,2,2,10,0
2024,1,2,2,20,0
2024,1,2,2,30,0
2024,1,2,2,40,0
2024,1,2,2,50,0
2024,1,2,3,0,0
2024,1,2,3,10,0
2024,1,2,3,20,0
2024,1,2,3,30,0
2024,1,2,3,40,0
2024,1,2,3,50,0
2024,1,2,4,0,0
2024,1,2,4,10,0
2024,1,2,4,20,0
2024,1,2,4,30,0
2024,1,2,4,40,0
2024,1,2,4,50,0
2024,1,2,5,0,0
2024,1,2,5,10,0
2024,1,2,5,20,0
2024,1,2,5,30,0
2024,1,2,5,40,0
2024,1,2,5,50,0
2024,1,2,6,0,0
2024,1,2,6,10,0
2024,1,2,6,20,14
2024,1,2,6,30,35
2024,1,2,6,40,62
2024,1,2,6,50,94
2024,1,2,7,0,128
2024,1,2,7,10,165
2024,1,2,7,20,202
2024,1,2,7,30,240
2024,1,2,7,40,278
2024,1,2,7,50,316
2024,1,2,8,0,353
2024,1,2,8,10,391
2024,1,2,8,20,428
2024,1,2,8,30,463
2024,1,2,8,40,386
2024,1,2,8,50,343
2024,1,2,9,0,298
2024,1,2,9,10,286
2024,1,2,9,20,413
2024,1,2,9,30,417
2024,1,2,9,40,463
2024,1,2,9,50,704
2024,1,2,10,0,728
2024,1,2,10,10,750
2024,1,2,10,20,770
2024,1,2,10,30,789
2024,1,2,10,40,456
2024,1,2,10,50,422
2024,1,2,11,0,444
2024,1,2,11,10,167
2024,1,2,11,20,350
2024,1,2,11,30,226
2024,1,2,11,40,179
2024,1,2,11,50,174
2024,1,2,12,0,243
2024,1,2,12,10,583
2024,1,2,12,20,342
2024,1,2,12,30,575
2024,1,2,12,40,332
2024,1,2,12,50,181
2024,1,2,13,0,359
2024,1,2,13,10,445
2024,1,2,13,20,382
2024,1,2,13,30,279
2024,1,2,13,40,289
2024,1,2,13,50,444
2024,1,2,14,0,224
2024,1,2,14,10,388
2024,1,2,14,20,492
2024,1,2,14,30,287
2024,1,2,14,40,596
2024,1,2,14,50,565
2024,1,2,15,0,532
2024,1,2,15,10,499
2024,1,2,15,20,464
